codigo,nombre,descripcion,cuenta,periodo,unidad,medida,Unidad,Medida,freq,familia,node,DESCRIPCION
3322,DEP en m/n,DEP en m/n,E07.04.14.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos electrónicos a plazo de banco central [3321]/DEP en m/n [3322]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos electrónicos a plazo de banco central [3321]/DEP en m/n [3322]')
3344,DEP m/n,DEP m/n,E07.02.02.03.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Depósitos electrónicos a plazo con el banco central [1458]/Sistema financiero nacional [2937]/DEP m/n [3344]'),Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Depósitos electrónicos a plazo con el banco central [1458]/Sistema financiero nacional [2937]/DEP m/n [3344]')
3351,Riqueza financiera del sector privado,Riqueza financiera del sector privado,E07.13.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]'),Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]')
3352,Riqueza financiera al sector privado cobertura SBN m/n,Riqueza financiera al sector privado cobertura SBN m/n,E07.13.01.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]'),Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]')
3353,Riqueza financiera m/e,Riqueza financiera m/e,E07.13.02.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera m/e [3353]'),Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera m/e [3353]')
3354,Depósitos bancarios,Depósitos bancarios,E07.13.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]/Depósitos bancarios [3354]'),Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]/Depósitos bancarios [3354]')
3355,BEM,BEM,E07.13.01.03.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]/BEM [3355]'),Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]/BEM [3355]')
3356,DEP,DEP,E07.13.01.04.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]/DEP [3356]'),Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]/DEP [3356]')
3357,SICP,SICP,E07.13.01.05.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]/SICP [3357]'),Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]/SICP [3357]')
3358,Bonos fiscales,Bonos fiscales,E07.13.01.06.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]/Bonos fiscales [3358]'),Node('/BCCR/Sector Monetario y Financiero/Riqueza financiera del sector privado [3351]/Riqueza financiera al sector privado cobertura SBN m/n [3352]/Bonos fiscales [3358]')
3571,Banco central,Banco central,E07.02.12.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Otros activos internos netos [1865]/Banco central [3571]'),Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Otros activos internos netos [1865]/Banco central [3571]')
3587,Banco central,Banco central,E07.01.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Activos externos [355]/Activos externos de reserva [1302]/Banco central [3587]'),Node('/BCCR/Sector Monetario y Financiero/Activos externos [355]/Activos externos de reserva [1302]/Banco central [3587]')
3588,Banco central,Banco central,E07.03.02.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Banco central [3588]'),Node('/BCCR/Sector Monetario y Financiero/Banco central [3588]')
3612,Bancos comerciales,Bancos comerciales,E07.04.06.01.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos en cuenta corriente del sector privado [1405]/Bancos comerciales [3612]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos en cuenta corriente del sector privado [1405]/Bancos comerciales [3612]')
3613,Bancos comerciales,Bancos comerciales,E07.04.09.01.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos a plazo del sector privado [3643]/Bancos comerciales [3613]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos a plazo del sector privado [3643]/Bancos comerciales [3613]')
3614,Bancos comerciales,Bancos comerciales,E07.04.10.01.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos de ahorro a la vista del sector privado [3644]/Bancos comerciales [3614]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos de ahorro a la vista del sector privado [3644]/Bancos comerciales [3614]')
3621,Base monetaria,Base monetaria,E07.09.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Base monetaria [3621]'),Node('/BCCR/Sector Monetario y Financiero/Base monetaria [3621]')
3622,Base monetaria amplia,Base monetaria amplia,E07.09.01.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Base monetaria [3621]/Base monetaria amplia [3622]'),Node('/BCCR/Sector Monetario y Financiero/Base monetaria [3621]/Base monetaria amplia [3622]')
3638,Crédito al resto del sector público,Crédito al resto del sector público,E07.07.05.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al resto del sector público [3638]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al resto del sector público [3638]')
3639,Crédito al sector privado,Crédito al sector privado,E07.07.06.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado [3639]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado [3639]')
3640,Crédito corriente a la banca comercial,Crédito corriente a la banca comercial,E07.07.09.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito corriente a la banca comercial [3640]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito corriente a la banca comercial [3640]')
3641,Crédito neto al Gobierno,Crédito neto al Gobierno,E07.07.04.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito neto al Gobierno [3641]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito neto al Gobierno [3641]')
3642,Cuasidinero,Cuasidinero,E07.11.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Cuasidinero [3642]'),Node('/BCCR/Sector Monetario y Financiero/Cuasidinero [3642]')
3643,Depósitos a plazo del sector privado,Depósitos a plazo del sector privado,E07.04.09.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos a plazo del sector privado [3643]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos a plazo del sector privado [3643]')
3644,Depósitos de ahorro a la vista del sector privado,Depósitos de ahorro a la vista del sector privado,E07.04.10.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos de ahorro a la vista del sector privado [3644]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos de ahorro a la vista del sector privado [3644]')
3685,Liquidez total,Liquidez total,E07.12.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [3685]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [3685]')
3690,Multiplicador bancario,Multiplicador bancario,E07.14.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Multiplicador bancario [3690]'),Node('/BCCR/Sector Monetario y Financiero/Multiplicador bancario [3690]')
3700,Otros intermediarios financieros,Otros intermediarios financieros,E07.04.06.02.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos en cuenta corriente del sector privado [1405]/Otros intermediarios financieros [3700]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos en cuenta corriente del sector privado [1405]/Otros intermediarios financieros [3700]')
3701,Otros intermediarios financieros,Otros intermediarios financieros,E07.04.09.02.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos a plazo del sector privado [3643]/Otros intermediarios financieros [3701]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos a plazo del sector privado [3643]/Otros intermediarios financieros [3701]')
3702,Otros intermediarios financieros,Otros intermediarios financieros,E07.04.10.02.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos de ahorro a la vista del sector privado [3644]/Otros intermediarios financieros [3702]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos de ahorro a la vista del sector privado [3644]/Otros intermediarios financieros [3702]')
3709,Pasivos externos,Pasivos externos,E07.03.00.00.00.00.00.00.00.M.USD,Mensual,USD,1,Dólar EEUU,,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/Pasivos externos [3709]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos externos [3709]')
3710,Pasivos externos de largo plazo,Pasivos externos de largo plazo,E07.03.02.00.00.00.00.00.00.M.USD,Mensual,USD,1,Dólar EEUU,,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/Pasivos externos [3709]/Pasivos externos de largo plazo [3710]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos externos [3709]/Pasivos externos de largo plazo [3710]')
3711,Pasivos internos,Pasivos internos,E07.04.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]')
3730,Posición externa neta,Posición externa neta,E07.06.00.00.00.00.00.00.00.M.USD,Mensual,USD,1,Dólar EEUU,,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/Posición externa neta [3730]'),Node('/BCCR/Sector Monetario y Financiero/Posición externa neta [3730]')
3755,Títulos valores de banco central,Títulos valores de banco central,E07.04.15.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Títulos valores de banco central [3755]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Títulos valores de banco central [3755]')
3764,Variables históricas,Variables históricas,E07.99.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Variables históricas [3764]'),Node('/BCCR/Sector Monetario y Financiero/Variables históricas [3764]')
19422,"Base monetaria restringida, pasivos frente a OSD encaje Dep.","Base monetaria restringida, pasivos frente a OSD por encaje legal, depósitos transferibles",E07.17.01.02.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,"Node('/BCCR/Sector Monetario y Financiero/Panorama de bancos (excluidos offshore) [20504]/Activos externos netos [19958]/Pasivos frente a no residentes [20521]/Base monetaria restringida, pasivos frente a OSD encaje Dep. [19422]')","Node('/BCCR/Sector Monetario y Financiero/Panorama de bancos (excluidos offshore) [20504]/Activos externos netos [19958]/Pasivos frente a no residentes [20521]/Base monetaria restringida, pasivos frente a OSD encaje Dep. [19422]')"
19505,Sistema bancario nacional,Sistema bancario nacional,E07.02.03.02.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Títulos valores con el banco central [542]/Sistema bancario nacional [19505]'),Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Títulos valores con el banco central [542]/Sistema bancario nacional [19505]')
19506,BEM m/n SBN,BEM m/n SBN,E07.02.03.02.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Títulos valores con el banco central [542]/Sistema bancario nacional [19505]/BEM m/n SBN [19506]'),Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Títulos valores con el banco central [542]/Sistema bancario nacional [19505]/BEM m/n SBN [19506]')
19507,BEM m/e SBN,BEM m/e,E07.02.03.02.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Títulos valores con el banco central [542]/Sistema bancario nacional [19505]/BEM m/e SBN [19507]'),Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Títulos valores con el banco central [542]/Sistema bancario nacional [19505]/BEM m/e SBN [19507]')
19508,SICP SBN,SICP SBN,E07.02.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Sistema de inversiones de corto plazo [1404]/SICP SBN [19508]'),Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Sistema de inversiones de corto plazo [1404]/SICP SBN [19508]')
19509,DEP SBN,DEP SBN,E07.02.02.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Depósitos electrónicos a plazo con el banco central [1458]/DEP SBN [19509]'),Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Depósitos electrónicos a plazo con el banco central [1458]/DEP SBN [19509]')
19862,Composición del capital y posición en moneda extranjera de,Composición del capital y posición en moneda extranjera de las otras sociedades de depósito,E07.39.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]')
19863,Composición del capital y posición en moneda extranjera del,Composición del capital y posición en moneda extranjera del banco central,E07.38.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]')
19864,Gobierno Central,Gobierno Central,E07.36.01.02.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Préstamos [20551]/Gobierno Central [19864]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Préstamos [20551]/Gobierno Central [19864]')
19865,Hogares y ISFLSH,Hogares y ISFLSH,E07.32.01.01.01.02.05.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/M1 [20293]/Depósitos transferibles (MN) en poder de : [20139]/Hogares y ISFLSH [19865]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/M1 [20293]/Depósitos transferibles (MN) en poder de : [20139]/Hogares y ISFLSH [19865]')
19866,Otras sociedades financieras,Otras sociedades financieras,E07.32.01.01.01.02.01.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/M1 [20293]/Depósitos transferibles (MN) en poder de : [20139]/Otras sociedades financieras [19866]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/M1 [20293]/Depósitos transferibles (MN) en poder de : [20139]/Otras sociedades financieras [19866]')
19867,Otras sociedades no financieras,Otras sociedades no financieras,E07.32.01.04.04.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Valores distintos de acciones (ME) en poder de: [20696]/Otras sociedades no financieras [19867]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Valores distintos de acciones (ME) en poder de: [20696]/Otras sociedades no financieras [19867]')
19868,(ME),(ME),E07.31.01.03.01.02.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Otros pasivos frente a otras sociedades de depósito a corto [20486]/Otros depósitos [20441]/(ME) [19868]'),Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Otros pasivos frente a otras sociedades de depósito a corto [20486]/Otros depósitos [20441]/(ME) [19868]')
19869,(ME),(ME),E07.31.01.03.02.02.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Otros pasivos frente a otras sociedades de depósito a corto [20486]/Otros valores [20503]/(ME) [19869]'),Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Otros pasivos frente a otras sociedades de depósito a corto [20486]/Otros valores [20503]/(ME) [19869]')
19870,(ME),(ME),E07.31.01.04.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Depósitos y valores otros sectores [20144]/(ME) [19870]'),Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Depósitos y valores otros sectores [20144]/(ME) [19870]')
19871,(MN),(MN),E07.31.01.03.01.01.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Otros pasivos frente a otras sociedades de depósito a corto [20486]/Otros depósitos [20441]/(MN) [19871]'),Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Otros pasivos frente a otras sociedades de depósito a corto [20486]/Otros depósitos [20441]/(MN) [19871]')
19872,(MN),(MN),E07.31.01.03.02.01.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Otros pasivos frente a otras sociedades de depósito a corto [20486]/Otros valores [20503]/(MN) [19872]'),Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Otros pasivos frente a otras sociedades de depósito a corto [20486]/Otros valores [20503]/(MN) [19872]')
19873,(MN),(MN),E07.31.01.04.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Depósitos y valores otros sectores [20144]/(MN) [19873]'),Node('/BCCR/Sector Monetario y Financiero/Base monetaria [20012]/Base monetaria amplia [20014]/Depósitos y valores otros sectores [20144]/(MN) [19873]')
19874,A corto plazo,A corto plazo,E07.40.01.02.01.00.00.00.00.M.USD,Mensual,USD,3,Dólar EEUU,Miles,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/Activos externos netos [19964]/Banco Central [20011]/Pasivos externos [20519]/A corto plazo [19874]'),Node('/BCCR/Sector Monetario y Financiero/Activos externos netos [19964]/Banco Central [20011]/Pasivos externos [20519]/A corto plazo [19874]')
19875,Absoluto,Absoluto,E07.33.01.02.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Encaje bancario requerido y efectivo por monedas (bancos com [20148]/MN [20311]/Encaje requerido [20153]/Absoluto [19875]'),Node('/BCCR/Sector Monetario y Financiero/Encaje bancario requerido y efectivo por monedas (bancos com [20148]/MN [20311]/Encaje requerido [20153]/Absoluto [19875]')
19876,Absoluto,Absoluto,E07.33.01.03.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Encaje bancario requerido y efectivo por monedas (bancos com [20148]/MN [20311]/Encaje efectivo [20149]/Absoluto [19876]'),Node('/BCCR/Sector Monetario y Financiero/Encaje bancario requerido y efectivo por monedas (bancos com [20148]/MN [20311]/Encaje efectivo [20149]/Absoluto [19876]')
19877,Absoluto,Absoluto,E07.33.01.04.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Encaje bancario requerido y efectivo por monedas (bancos com [20148]/MN [20311]/Encaje excedente/faltante [20151]/Absoluto [19877]'),Node('/BCCR/Sector Monetario y Financiero/Encaje bancario requerido y efectivo por monedas (bancos com [20148]/MN [20311]/Encaje excedente/faltante [20151]/Absoluto [19877]')
19878,Absoluto,Absoluto,E07.33.02.02.01.00.00.00.00.M.USD,Mensual,USD,4,Dólar EEUU,Millones,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/ME [20301]/Encaje requerido [20154]/Absoluto [19878]'),Node('/BCCR/Sector Monetario y Financiero/ME [20301]/Encaje requerido [20154]/Absoluto [19878]')
19879,Absoluto,Absoluto,E07.33.02.03.01.00.00.00.00.M.USD,Mensual,USD,4,Dólar EEUU,Millones,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/ME [20301]/Encaje efectivo [20150]/Absoluto [19879]'),Node('/BCCR/Sector Monetario y Financiero/ME [20301]/Encaje efectivo [20150]/Absoluto [19879]')
19880,Absoluto,Absoluto,E07.33.02.04.01.00.00.00.00.M.USD,Mensual,USD,4,Dólar EEUU,Millones,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/ME [20301]/Encaje excedente/faltante [20152]/Absoluto [19880]'),Node('/BCCR/Sector Monetario y Financiero/ME [20301]/Encaje excedente/faltante [20152]/Absoluto [19880]')
19881,Acciones y otras participaciones de capital,Acciones y otras participaciones de capital,E07.22.01.05.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Activos [19947]/Acciones y otras participaciones de capital [19881]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Activos [19947]/Acciones y otras participaciones de capital [19881]')
19882,Acciones y otras participaciones de capital,Acciones y otras participaciones de capital,E07.22.02.05.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Pasivos y capital [20533]/Acciones y otras participaciones de capital [19882]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Pasivos y capital [20533]/Acciones y otras participaciones de capital [19882]')
19885,Acciones y otras participaciones de capital,Acciones y otras participaciones de capital,E07.39.02.01.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Pasivos [20515]/Acciones y otras participaciones de capital [19885]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Pasivos [20515]/Acciones y otras participaciones de capital [19885]')
19888,Acciones y otras participaciones de capital,Acciones y otras participaciones de capital,E07.38.02.01.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Acciones y otras participaciones de capital [19888]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Acciones y otras participaciones de capital [19888]')
19945,Activa,Activa,E07.39.04.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Indice de dolarización [20287]/Activa [19945]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Indice de dolarización [20287]/Activa [19945]')
